time,PHOT,WTON,HROR,ES_Hydro reservoir,ES_Pumped storage fleet,ES_Waste fleet,ES_Biomass fleet,ES_OCGT fleet Standard,ES_CCGT fleet cogen
2016-03-20 04:00:00,0,0.64002,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 05:00:00,0,0.67083,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 06:00:00,0,0.69361,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 07:00:00,0.0681637355597347,0.71007,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 08:00:00,0.174271723519412,0.73126,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 09:00:00,0.527827886017368,0.76865,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 10:00:00,0.274965726864024,0.77308,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 11:00:00,0.287170459950704,0.76417,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 12:00:00,0.291225820695277,0.75683,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 13:00:00,0.282515846375646,0.74418,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 14:00:00,0.237778730703259,0.73402,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 15:00:00,0.206083367945137,0.71392,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 16:00:00,0.143643075546275,0.68862,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 17:00:00,0.0891109854982068,0.62234,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 18:00:00,0.0177958833619211,0.55693,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 19:00:00,0,0.54493,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 20:00:00,0,0.51662,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 21:00:00,0,0.47047,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 22:00:00,0,0.42699,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-20 23:00:00,0,0.38202,0.41996971360795,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 00:00:00,0,0.34444,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 01:00:00,0,0.32112,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 02:00:00,0,0.31064,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 03:00:00,0,0.32068,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 04:00:00,0,0.31974,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 05:00:00,0,0.30999,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 06:00:00,0,0.29779,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 07:00:00,0.0649656946826758,0.28253,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 08:00:00,0.146474541299621,0.30535,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 09:00:00,0.21589636778316,0.3396,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 10:00:00,0.262114321853966,0.36131,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 11:00:00,0.296984088089209,0.37164,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 12:00:00,0.305746140651801,0.3728,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 13:00:00,0.298577416057708,0.35636,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 14:00:00,0.260506003430532,0.3369,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 15:00:00,0.22041166380789,0.34028,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 16:00:00,0.155975226618353,0.3728,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 17:00:00,0.0986973251124195,0.36077,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 18:00:00,0.0177958833619211,0.35641,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 19:00:00,0,0.37053,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 20:00:00,0,0.37287,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 21:00:00,0,0.36415,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 22:00:00,0,0.34724,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-21 23:00:00,0,0.32769,0.379860862615904,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 00:00:00,0,0.30983,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 01:00:00,0,0.29415,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 02:00:00,0,0.28913,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 03:00:00,0,0.30009,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 04:00:00,0,0.31388,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 05:00:00,0,0.32803,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 06:00:00,0,0.33798,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 07:00:00,0.0662892922497695,0.34246,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 08:00:00,0.145457885534425,0.36698,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 09:00:00,0.217838765008576,0.41857,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 10:00:00,0.273515343117244,0.43586,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 11:00:00,0.296556174540387,0.41859,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 12:00:00,0.285417940490555,0.39906,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 13:00:00,0.285713640877494,0.37662,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 14:00:00,0.275294496740205,0.35747,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 15:00:00,0.256892676941568,0.33452,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 16:00:00,0.194468267581475,0.31748,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 17:00:00,0.110420240137221,0.28177,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 18:00:00,0.0212581792770472,0.25252,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 19:00:00,0,0.25567,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 20:00:00,0,0.23072,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 21:00:00,0,0.19837,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 22:00:00,0,0.16369,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-22 23:00:00,0,0.13762,0.369762822421797,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 00:00:00,0,0.11453,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 01:00:00,0,0.09944,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 02:00:00,0,0.08636,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 03:00:00,0,0.08101,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 04:00:00,0,0.08337,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 05:00:00,0,0.08751,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 06:00:00,0,0.09511,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 07:00:00,0.0741852487135506,0.10353,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 08:00:00,0.15180102915952,0.12278,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 09:00:00,0.207512532433181,0.15746,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 10:00:00,0.236940932893056,0.18764,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 11:00:00,0.260506003430532,0.20375,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 12:00:00,0.260725176291214,0.23117,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 13:00:00,0.262650085763293,0.28096,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 14:00:00,0.234133790737564,0.35174,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 15:00:00,0.201871419787048,0.41813,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 16:00:00,0.146168001247955,0.43838,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 17:00:00,0.0980517438536307,0.44256,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 18:00:00,0.0190136959795842,0.47571,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 19:00:00,0,0.50416,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 20:00:00,0,0.5285,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 21:00:00,0,0.54997,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 22:00:00,0,0.58534,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-23 23:00:00,0,0.58294,0.345584720081467,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 00:00:00,0,0.57568,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 01:00:00,0,0.56278,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 02:00:00,0,0.55429,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 03:00:00,0,0.53246,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 04:00:00,0,0.50531,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 05:00:00,0,0.48535,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 06:00:00,0,0.46402,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 07:00:00,0.0647512864493997,0.42356,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 08:00:00,0.134654585228827,0.41315,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 09:00:00,0.187983845195625,0.4462,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 10:00:00,0.217838765008576,0.48015,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 11:00:00,0.238406996689138,0.51876,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 12:00:00,0.241305439843176,0.55214,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 13:00:00,0.257776467505241,0.57799,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 14:00:00,0.258771485515584,0.60925,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 15:00:00,0.237778730703259,0.60681,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 16:00:00,0.191446639671914,0.5759,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 17:00:00,0.115711949495267,0.5162,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 18:00:00,0.0222984562607204,0.47066,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 19:00:00,0,0.48472,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 20:00:00,0,0.49064,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 21:00:00,0,0.50473,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 22:00:00,0,0.53776,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-24 23:00:00,0,0.5754,0.240268544079852,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 00:00:00,0,0.60235,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 01:00:00,0,0.62929,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 02:00:00,0,0.65956,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 03:00:00,0,0.6987,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 04:00:00,0,0.74566,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 05:00:00,0,0.77609,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 06:00:00,0,0.81147,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 07:00:00,0.105726686478187,0.83753,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 08:00:00,0.242718061114288,0.93713,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 09:00:00,0.359446826758148,0.99799,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 10:00:00,0.470289893583306,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 11:00:00,0.551204031483036,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 12:00:00,0.56766957089646,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 13:00:00,0.53591857129593,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 14:00:00,0.474915089224516,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 15:00:00,0.414228672376545,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 16:00:00,0.293739279588336,0.95,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 17:00:00,0.161516705198001,0.92309,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 18:00:00,0.0275761973875181,0.79976,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 19:00:00,0,0.74998,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 20:00:00,0,0.68252,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 21:00:00,0,0.64956,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 22:00:00,0,0.63362,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-25 23:00:00,0,0.61871,0.189110611496892,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 00:00:00,0,0.61173,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 01:00:00,0,0.60866,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 02:00:00,0,0.60523,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 03:00:00,0,0.55706,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 04:00:00,0,0.50761,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 05:00:00,0,0.4636,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 06:00:00,0,0.4106,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 07:00:00,0.116232327451433,0.34254,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 08:00:00,0.25371114286955,0.34961,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 09:00:00,0.340711995141856,0.38724,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 10:00:00,0.448104832225557,0.43125,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 11:00:00,0.494963004308251,0.49127,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 12:00:00,0.494027150403532,0.55466,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 13:00:00,0.458619210977702,0.61992,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 14:00:00,0.377144082332762,0.65798,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 15:00:00,0.30505060409637,0.63749,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 16:00:00,0.23400424302609,0.58169,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 17:00:00,0.125643224699828,0.51888,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 18:00:00,0.0217838765008576,0.53146,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 19:00:00,0,0.57762,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 20:00:00,0,0.59421,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 21:00:00,0,0.60961,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 22:00:00,0,0.61625,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-26 23:00:00,0,0.59965,0.202209942837366,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 00:00:00,0,0.58772,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 01:00:00,0,0.57576,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 02:00:00,0,0.55635,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 03:00:00,0,0.504,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 04:00:00,0,0.4574,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 05:00:00,0,0.42034,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 06:00:00,0,0.39252,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 07:00:00,0.130804151161649,0.36924,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 08:00:00,0.293956885432627,0.40616,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 09:00:00,0.439477533080127,0.44851,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 10:00:00,0.534734133790738,0.47284,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 11:00:00,0.590083707809421,0.47882,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 12:00:00,0.598627787307033,0.47995,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 13:00:00,0.579069960117203,0.4868,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 14:00:00,0.510805997270737,0.50827,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 15:00:00,0.439023569023569,0.50838,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 16:00:00,0.305317324185249,0.47952,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 17:00:00,0.161793836109113,0.39961,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 18:00:00,0.0301046312178388,0.38932,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 19:00:00,0,0.40508,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 20:00:00,0,0.40827,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 21:00:00,0,0.41771,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 22:00:00,0,0.43832,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-27 23:00:00,0,0.45441,0.434191640712937,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 00:00:00,0,0.47293,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 01:00:00,0,0.48357,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 02:00:00,0,0.4787,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 03:00:00,0,0.45668,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 04:00:00,0,0.42395,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 05:00:00,0,0.38684,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 06:00:00,0,0.34989,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 07:00:00,0.140505273131746,0.30046,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 08:00:00,0.317324185248714,0.28849,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 09:00:00,0.485849056603774,0.27413,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 10:00:00,0.605379102828735,0.25068,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 11:00:00,0.689102398872736,0.23729,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 12:00:00,0.743262767631924,0.23283,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 13:00:00,0.71875973590562,0.23656,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 14:00:00,0.648719636218083,0.25777,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 15:00:00,0.547169811320755,0.29397,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 16:00:00,0.392017212075347,0.29663,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 17:00:00,0.193613293247908,0.25266,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 18:00:00,0.0321612349914237,0.28052,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 19:00:00,0,0.31531,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 20:00:00,0,0.30635,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 21:00:00,0,0.28852,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 22:00:00,0,0.24881,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-28 23:00:00,0,0.2294,0.420432700334183,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 00:00:00,0,0.22919,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 01:00:00,0,0.23796,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 02:00:00,0,0.24362,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 03:00:00,0,0.25206,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 04:00:00,0,0.25639,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 05:00:00,0,0.2659,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 06:00:00,0,0.26939,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 07:00:00,0.138078902229846,0.23066,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 08:00:00,0.311002745866786,0.22701,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 09:00:00,0.487778730703259,0.25796,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 10:00:00,0.601200686106346,0.30051,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 11:00:00,0.668144358021089,0.34743,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 12:00:00,0.712803731948475,0.3671,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 13:00:00,0.668004893193124,0.39294,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 14:00:00,0.59991423670669,0.41704,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 15:00:00,0.491175822619479,0.40996,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 16:00:00,0.296526586620926,0.36344,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 17:00:00,0.137864493996569,0.34084,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 18:00:00,0.0304459691252144,0.3641,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 19:00:00,0,0.38326,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 20:00:00,0,0.37724,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 21:00:00,0,0.36847,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 22:00:00,0,0.38074,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-29 23:00:00,0,0.3965,0.42455098546979,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 00:00:00,0,0.43103,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 01:00:00,0,0.46013,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 02:00:00,0,0.47526,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 03:00:00,0,0.4778,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 04:00:00,0,0.47076,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 05:00:00,0,0.45944,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 06:00:00,0,0.44275,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 07:00:00,0.130842717362082,0.37239,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 08:00:00,0.291809605488851,0.35154,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 09:00:00,0.425809771860267,0.43269,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 10:00:00,0.516080617495712,0.47,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 11:00:00,0.578473413379074,0.46722,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 12:00:00,0.616146460591463,0.45459,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 13:00:00,0.639622861415314,0.44298,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 14:00:00,0.602795419776552,0.4415,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 15:00:00,0.505735788458399,0.45362,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 16:00:00,0.349214747211304,0.47047,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 17:00:00,0.186959827144686,0.42976,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 18:00:00,0.0372741029979101,0.42774,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 19:00:00,0,0.42659,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
2016-03-30 20:00:00,0,0.39683,0.453556837783929,0.86,1,0.3508,0.18,0.96,0.92
